"Date","Price","Open","High","Low","Vol.","Change %"
"09-04-2024","12,595.60","12,670.35","12,670.35","12,569.50","1.59B","-0.16%"
"08-04-2024","12,615.60","12,602.40","12,642.50","12,578.70","2.10B","0.51%"
"05-04-2024","12,551.00","12,516.80","12,562.15","12,486.85","2.14B","0.21%"
"04-04-2024","12,524.45","12,583.10","12,594.95","12,443.35","2.63B","0.26%"
"03-04-2024","12,492.45","12,452.50","12,528.15","12,432.00","2.32B","0.07%"
"02-04-2024","12,483.40","12,462.95","12,489.75","12,432.05","2.17B","0.29%"
"01-04-2024","12,447.20","12,410.65","12,465.20","12,407.20","1.85B","0.95%"
"28-03-2024","12,329.75","12,252.75","12,413.15","12,252.55","1.78B","0.91%"
"27-03-2024","12,219.00","12,207.30","12,272.85","12,205.55","1.87B","0.37%"
"26-03-2024","12,173.65","12,100.80","12,195.50","12,100.50","1.70B","0.04%"
"22-03-2024","12,168.75","12,084.35","12,204.85","12,050.50","1.92B","0.45%"
"21-03-2024","12,114.50","12,060.45","12,126.75","12,054.10","1.48B","1.25%"
"20-03-2024","11,965.25","11,973.40","12,003.15","11,868.35","1.51B","0.12%"
"19-03-2024","11,950.45","12,053.15","12,062.75","11,939.60","1.53B","-1.19%"
"18-03-2024","12,094.45","12,065.25","12,126.65","12,013.55","1.59B","0.11%"
"15-03-2024","12,080.65","12,113.80","12,152.75","11,998.85","2.92B","-0.55%"
"14-03-2024","12,147.85","11,983.75","12,163.45","11,937.40","2.69B","1.16%"
"13-03-2024","12,008.80","12,337.40","12,344.45","11,949.05","3.00B","-2.32%"
"12-03-2024","12,293.65","12,351.05","12,380.85","12,269.80","1.62B","-0.42%"
"11-03-2024","12,345.70","12,440.35","12,443.50","12,330.85","1.50B","-0.58%"
"07-03-2024","12,417.25","12,410.60","12,441.30","12,386.75","1.58B","0.21%"
"06-03-2024","12,391.25","12,355.45","12,402.85","12,241.20","2.62B","0.24%"
"05-03-2024","12,361.55","12,380.40","12,393.05","12,324.40","1.75B","-0.21%"
"04-03-2024","12,386.95","12,389.30","12,406.65","12,353.15","1.88B","0.14%"
"02-03-2024","12,369.95","12,371.85","12,385.20","12,358.25","220.64K","0.31%"
"01-03-2024","12,331.15","12,206.00","12,337.85","12,205.35","2.18B","1.40%"
"29-02-2024","12,160.45","12,112.70","12,203.10","12,054.75","3.59B","0.34%"
"28-02-2024","12,119.45","12,293.20","12,301.70","12,099.10","3.09B","-1.29%"
"27-02-2024","12,277.55","12,245.70","12,297.90","12,239.80","2.06B","0.18%"
"26-02-2024","12,255.15","12,277.90","12,301.40","12,222.45","2.02B","-0.30%"
"23-02-2024","12,292.45","12,324.85","12,327.65","12,275.85","3.27B","0.08%"
"22-02-2024","12,282.40","12,208.80","12,298.55","12,104.80","2.35B","0.83%"
"21-02-2024","12,181.80","12,301.95","12,307.75","12,149.95","2.19B","-0.71%"
"20-02-2024","12,269.10","12,236.20","12,278.75","12,205.80","1.81B","0.23%"
"19-02-2024","12,240.95","12,242.95","12,278.75","12,198.60","1.78B","0.35%"
"16-02-2024","12,198.65","12,184.85","12,212.85","12,157.15","2.00B","0.61%"
"15-02-2024","12,124.80","12,114.90","12,145.00","12,069.75","2.39B","0.51%"
"14-02-2024","12,063.45","11,887.00","12,076.65","11,862.75","2.31B","0.66%"
"13-02-2024","11,983.85","11,939.20","11,992.20","11,836.40","2.54B","0.59%"
"12-02-2024","11,914.10","12,077.30","12,088.15","11,890.15","2.83B","-1.17%"
"09-02-2024","12,055.65","12,064.45","12,085.30","11,930.15","4.06B","0.02%"
"08-02-2024","12,052.65","12,185.80","12,187.30","12,026.35","4.09B","-0.61%"
"07-02-2024","12,126.80","12,156.20","12,162.45","12,065.45","3.77B","0.36%"
"06-02-2024","12,082.95","12,013.65","12,090.45","11,953.65","2.90B","0.90%"
"05-02-2024","11,975.65","12,063.50","12,091.65","11,949.35","2.75B","-0.35%"
"02-02-2024","12,017.20","12,000.60","12,140.20","11,995.45","2.63B","0.67%"
"01-02-2024","11,937.65","11,992.75","12,003.15","11,901.20","2.24B","-0.14%"
"31-01-2024","11,953.80","11,822.45","11,961.50","11,802.50","1.93B","1.05%"
"30-01-2024","11,829.60","11,957.35","11,974.00","11,819.60","2.10B","-0.81%"
"29-01-2024","11,925.90","11,771.50","11,937.75","11,767.65","2.24B","1.72%"
"25-01-2024","11,724.75","11,783.10","11,783.65","11,660.20","2.21B","-0.38%"
"24-01-2024","11,769.40","11,614.45","11,782.20","11,555.45","2.59B","1.23%"
"23-01-2024","11,626.80","11,943.10","11,950.45","11,599.40","2.83B","-1.99%"
"20-01-2024","11,862.45","11,914.45","11,926.45","11,843.40","","0.00%"
"19-01-2024","11,862.30","11,835.05","11,871.80","11,817.10","2.26B","0.96%"
"18-01-2024","11,749.35","11,732.45","11,782.65","11,599.90","2.42B","-0.44%"
"17-01-2024","11,801.35","11,844.30","11,937.70","11,790.75","2.77B","-1.81%"
"16-01-2024","12,019.45","12,056.60","12,074.80","11,971.10","2.70B","-0.30%"
"15-01-2024","12,055.40","12,042.05","12,062.45","11,979.60","2.13B","0.79%"
"12-01-2024","11,960.85","11,920.70","11,978.55","11,885.75","1.61B","0.89%"
"11-01-2024","11,855.20","11,863.20","11,885.05","11,824.60","1.66B","0.29%"
"10-01-2024","11,820.45","11,782.25","11,829.90","11,717.10","2.04B","0.32%"
"09-01-2024","11,782.90","11,838.90","11,870.70","11,768.80","1.91B","0.20%"
"08-01-2024","11,759.70","11,897.20","11,900.75","11,748.80","1.83B","-0.95%"
"05-01-2024","11,872.30","11,884.30","11,904.10","11,817.35","2.55B","0.18%"
"04-01-2024","11,850.60","11,796.80","11,863.65","11,782.50","2.00B","0.89%"
"03-01-2024","11,745.50","11,791.55","11,796.95","11,734.25","2.31B","-0.31%"
"02-01-2024","11,782.60","11,831.40","11,833.45","11,699.05","2.94B","-0.30%"
"01-01-2024","11,817.50","11,809.45","11,865.05","11,787.80","3.38B","0.16%"
"29-12-2023","11,798.70","11,781.80","11,811.50","11,749.85","3.25B","0.07%"
"28-12-2023","11,790.05","11,762.70","11,799.95","11,736.55","1.90B","0.54%"
"27-12-2023","11,727.00","11,669.50","11,737.00","11,659.85","1.23B","0.84%"
"26-12-2023","11,629.85","11,590.10","11,647.10","11,569.00","1.43B","0.53%"
"22-12-2023","11,569.10","11,545.25","11,590.55","11,498.45","1.67B","0.53%"
"21-12-2023","11,507.65","11,340.75","11,523.65","11,306.10","2.05B","0.79%"
"20-12-2023","11,417.20","11,695.20","11,719.90","11,384.50","2.54B","-1.89%"
"19-12-2023","11,637.45","11,660.35","11,664.15","11,570.55","1.94B","0.09%"
"18-12-2023","11,627.00","11,626.70","11,657.00","11,582.20","2.14B","-0.01%"
"15-12-2023","11,627.80","11,579.15","11,641.50","11,544.50","2.54B","0.93%"
"14-12-2023","11,520.35","11,471.55","11,535.10","11,461.45","2.67B","1.26%"
"13-12-2023","11,376.70","11,361.50","11,388.70","11,282.60","2.04B","0.30%"
"12-12-2023","11,342.55","11,416.60","11,423.05","11,310.75","2.13B","-0.47%"
"11-12-2023","11,396.50","11,367.60","11,402.60","11,356.45","1.80B","0.33%"
"08-12-2023","11,358.80","11,377.25","11,401.10","11,287.45","1.64B","0.09%"
"07-12-2023","11,348.45","11,345.40","11,359.45","11,301.50","1.92B","0.10%"
"06-12-2023","11,337.20","11,331.15","11,347.35","11,283.95","1.76B","0.54%"
"05-12-2023","11,275.95","11,238.95","11,280.30","11,192.25","1.90B","0.85%"
"04-12-2023","11,180.75","11,156.30","11,189.05","11,095.70","1.93B","1.93%"
"01-12-2023","10,969.00","10,930.55","10,983.90","10,924.00","1.55B","0.75%"
"30-11-2023","10,887.35","10,857.60","10,899.00","10,808.95","2.87B","0.38%"
"29-11-2023","10,846.45","10,797.00","10,850.95","10,790.45","1.46B","0.96%"
"28-11-2023","10,742.95","10,707.75","10,755.35","10,689.00","1.47B","0.62%"
"24-11-2023","10,676.50","10,689.20","10,701.10","10,668.20","1.06B","-0.02%"
"23-11-2023","10,678.90","10,693.70","10,713.15","10,671.50","1.05B","0.00%"
"22-11-2023","10,678.65","10,671.70","10,689.40","10,618.50","1.16B","0.11%"
"21-11-2023","10,667.35","10,673.35","10,690.85","10,659.70","1.20B","0.33%"
"20-11-2023","10,631.80","10,656.55","10,666.80","10,622.45","1.41B","-0.17%"
"17-11-2023","10,649.50","10,612.65","10,679.50","10,607.40","1.99B","-0.02%"
"16-11-2023","10,651.85","10,603.20","10,700.00","10,580.70","1.40B","0.49%"
"15-11-2023","10,599.45","10,588.85","10,606.90","10,559.00","1.84B","1.12%"
"13-11-2023","10,482.45","10,494.50","10,497.30","10,459.05","1.50B","0.24%"
"10-11-2023","10,457.55","10,415.45","10,469.40","10,395.40","1.13B","0.21%"
"09-11-2023","10,435.80","10,471.25","10,474.05","10,428.50","1.54B","-0.21%"
"08-11-2023","10,457.95","10,449.75","10,463.70","10,430.75","1.49B","0.38%"
"07-11-2023","10,418.10","10,408.95","10,426.60","10,376.95","1.31B","0.12%"
"06-11-2023","10,405.65","10,371.45","10,411.15","10,354.85","1.21B","0.92%"
"03-11-2023","10,311.25","10,308.05","10,328.45","10,300.55","1.76B","0.62%"
"02-11-2023","10,248.15","10,223.45","10,257.55","10,205.05","1.62B","0.95%"
"01-11-2023","10,151.95","10,199.55","10,214.75","10,143.30","1.81B","-0.45%"
"31-10-2023","10,198.35","10,264.85","10,265.05","10,187.05","1.17B","-0.15%"
"30-10-2023","10,213.60","10,182.90","10,221.45","10,108.65","1.29B","0.39%"
"27-10-2023","10,173.65","10,098.70","10,189.85","10,097.75","1.16B","1.21%"
"26-10-2023","10,052.50","10,134.50","10,141.25","10,017.55","1.53B","-1.31%"
"25-10-2023","10,185.75","10,275.40","10,310.55","10,145.05","1.34B","-0.78%"
"23-10-2023","10,266.15","10,428.75","10,441.45","10,250.00","1.43B","-1.62%"
"20-10-2023","10,435.00","10,458.75","10,480.75","10,423.55","1.19B","-0.58%"
"19-10-2023","10,495.55","10,458.55","10,519.95","10,431.45","1.03B","-0.23%"
"18-10-2023","10,519.25","10,608.20","10,611.90","10,513.00","1.14B","-0.77%"
"17-10-2023","10,600.80","10,616.25","10,618.65","10,583.50","1.20B","0.39%"
"16-10-2023","10,559.55","10,557.65","10,583.35","10,534.05","979.20M","-0.02%"
"13-10-2023","10,561.30","10,515.75","10,589.30","10,505.30","1.27B","-0.18%"
"12-10-2023","10,579.85","10,596.40","10,607.05","10,570.95","1.10B","-0.01%"
"11-10-2023","10,581.10","10,564.35","10,603.95","10,560.10","1.36B","0.60%"
"10-10-2023","10,518.45","10,444.80","10,529.35","10,444.55","1.05B","1.02%"
"09-10-2023","10,411.75","10,432.90","10,454.60","10,391.60","1.27B","-0.88%"
"06-10-2023","10,503.75","10,487.00","10,514.90","10,470.50","958.03M","0.56%"
"05-10-2023","10,445.00","10,446.65","10,464.15","10,418.80","1.24B","0.44%"
"04-10-2023","10,399.55","10,436.25","10,439.70","10,342.75","1.43B","-0.72%"
"03-10-2023","10,474.60","10,507.95","10,508.65","10,443.35","1.33B","-0.34%"
"29-09-2023","10,510.25","10,470.05","10,550.90","10,456.70","1.26B","0.71%"
"28-09-2023","10,436.15","10,573.35","10,575.75","10,420.80","1.71B","-1.08%"
"27-09-2023","10,549.85","10,508.70","10,557.15","10,469.00","1.45B","0.33%"
"26-09-2023","10,515.65","10,524.05","10,537.95","10,502.95","1.41B","-0.03%"
"25-09-2023","10,518.70","10,518.10","10,541.45","10,471.25","1.23B","0.07%"
"22-09-2023","10,511.45","10,545.15","10,575.10","10,496.15","1.53B","-0.28%"
"21-09-2023","10,540.85","10,600.05","10,603.75","10,522.20","1.41B","-0.81%"
"20-09-2023","10,626.85","10,665.00","10,700.75","10,611.90","1.66B","-0.99%"
"18-09-2023","10,733.00","10,758.75","10,766.20","10,725.20","2.28B","-0.28%"
"15-09-2023","10,763.60","10,753.65","10,779.35","10,733.65","2.42B","0.40%"
"14-09-2023","10,721.05","10,717.90","10,746.15","10,685.35","1.59B","0.37%"
"13-09-2023","10,681.00","10,641.95","10,691.20","10,595.15","2.02B","0.34%"
"12-09-2023","10,645.05","10,785.55","10,785.60","10,618.55","2.65B","-0.75%"
"11-09-2023","10,725.40","10,668.55","10,730.45","10,656.85","2.21B","0.95%"
"08-09-2023","10,624.35","10,592.40","10,645.75","10,564.20","1.84B","0.57%"
"07-09-2023","10,564.20","10,501.20","10,570.10","10,485.45","1.78B","0.60%"
"06-09-2023","10,500.85","10,487.60","10,511.05","10,444.95","1.95B","0.22%"
"05-09-2023","10,478.20","10,465.30","10,483.55","10,440.75","2.36B","0.36%"
"04-09-2023","10,440.75","10,427.40","10,447.90","10,378.95","2.88B","0.60%"
"01-09-2023","10,378.95","10,289.75","10,388.30","10,285.40","2.80B","0.91%"
"31-08-2023","10,284.95","10,345.85","10,349.00","10,272.50","2.62B","-0.44%"
"30-08-2023","10,330.05","10,360.40","10,374.80","10,324.35","1.38B","0.18%"
"29-08-2023","10,311.55","10,320.15","10,320.95","10,294.20","1.51B","0.26%"
"28-08-2023","10,284.65","10,278.90","10,312.05","10,251.50","1.51B","0.29%"
"25-08-2023","10,254.45","10,286.10","10,305.50","10,237.00","1.62B","-0.69%"
"24-08-2023","10,325.90","10,393.15","10,416.70","10,317.15","1.20B","-0.14%"
"23-08-2023","10,340.05","10,343.50","10,360.40","10,313.60","1.17B","0.22%"
"22-08-2023","10,317.25","10,309.65","10,331.20","10,299.20","1.38B","0.26%"
"21-08-2023","10,290.75","10,245.70","10,305.05","10,235.50","1.05B","0.54%"
"18-08-2023","10,235.65","10,239.40","10,266.70","10,210.70","1.11B","-0.28%"
"17-08-2023","10,263.95","10,303.45","10,308.55","10,249.55","1.26B","-0.38%"
"16-08-2023","10,302.80","10,258.20","10,312.00","10,228.30","1.19B","0.13%"
"14-08-2023","10,289.15","10,282.10","10,306.55","10,188.40","1.25B","-0.15%"
"11-08-2023","10,304.60","10,372.60","10,373.95","10,296.10","1.22B","-0.52%"
"10-08-2023","10,358.75","10,395.40","10,403.60","10,334.70","1.48B","-0.41%"
"09-08-2023","10,401.60","10,379.90","10,407.20","10,321.95","1.22B","0.30%"
"08-08-2023","10,370.60","10,398.15","10,401.90","10,336.20","1.61B","-0.07%"
"07-08-2023","10,378.25","10,368.85","10,387.25","10,339.00","1.54B","0.40%"
"04-08-2023","10,337.35","10,308.00","10,348.75","10,298.70","1.77B","0.73%"
"03-08-2023","10,262.60","10,293.25","10,330.25","10,213.65","1.84B","-0.56%"
"02-08-2023","10,320.90","10,404.55","10,413.75","10,258.65","1.43B","-1.12%"
"01-08-2023","10,437.50","10,466.35","10,469.70","10,421.85","1.40B","-0.08%"
"31-07-2023","10,445.90","10,397.85","10,454.80","10,372.00","1.57B","0.57%"
"28-07-2023","10,386.60","10,379.95","10,394.75","10,343.50","1.27B","0.14%"
"27-07-2023","10,372.15","10,450.25","10,460.60","10,341.70","1.57B","-0.38%"
"26-07-2023","10,411.55","10,392.85","10,434.35","10,379.70","1.63B","0.48%"
"25-07-2023","10,361.90","10,375.75","10,375.75","10,318.35","1.32B","0.17%"
"24-07-2023","10,344.10","10,381.30","10,396.85","10,336.75","1.60B","-0.29%"
"21-07-2023","10,374.65","10,399.00","10,437.00","10,355.80","1.62B","-0.96%"
"20-07-2023","10,475.15","10,421.10","10,480.40","10,387.65","1.28B","0.56%"
"19-07-2023","10,416.35","10,395.85","10,423.90","10,366.05","1.20B","0.47%"
"18-07-2023","10,367.95","10,397.15","10,405.25","10,335.25","1.32B","0.07%"
"17-07-2023","10,360.30","10,322.25","10,368.80","10,302.00","1.23B","0.62%"
"14-07-2023","10,296.35","10,255.80","10,310.10","10,224.85","1.02B","0.83%"
"13-07-2023","10,212.10","10,272.45","10,302.35","10,195.80","1.39B","-0.06%"
"12-07-2023","10,218.60","10,260.00","10,264.10","10,209.60","1.16B","-0.12%"
"11-07-2023","10,230.55","10,210.85","10,265.70","10,201.35","1.07B","0.54%"
"10-07-2023","10,175.40","10,212.05","10,214.65","10,159.30","1.07B","-0.03%"
"07-07-2023","10,178.10","10,234.60","10,277.85","10,163.25","1.24B","-0.84%"
"06-07-2023","10,264.20","10,205.50","10,269.90","10,198.65","1.35B","0.58%"
"05-07-2023","10,205.30","10,196.85","10,214.75","10,170.00","1.35B","0.22%"
"04-07-2023","10,182.80","10,206.70","10,208.35","10,146.70","1.51B","0.18%"
"03-07-2023","10,164.40","10,139.40","10,173.80","10,134.20","1.17B","0.59%"
"30-06-2023","10,104.35","10,054.70","10,109.30","10,033.20","1.08B","0.99%"
"28-06-2023","10,004.90","9,975.15","10,017.10","9,953.45","1.38B","0.78%"
"27-06-2023","9,927.80","9,898.15","9,932.55","9,887.75","955.16M","0.62%"
"26-06-2023","9,866.90","9,839.15","9,874.80","9,827.20","824.42M","0.30%"
"23-06-2023","9,837.45","9,900.85","9,905.80","9,830.00","940.63M","-0.76%"
"22-06-2023","9,912.40","9,979.00","9,985.80","9,905.35","1.16B","-0.63%"
"21-06-2023","9,975.15","9,974.10","9,993.65","9,947.90","1.16B","0.26%"
"20-06-2023","9,948.80","9,917.00","9,959.45","9,874.15","896.55M","0.35%"
"19-06-2023","9,913.90","9,971.20","9,978.80","9,898.40","1.06B","-0.30%"
"16-06-2023","9,943.35","9,891.70","9,962.15","9,885.20","1.13B","0.76%"
"15-06-2023","9,868.00","9,900.60","9,919.65","9,856.05","1.09B","-0.21%"
"14-06-2023","9,888.60","9,887.55","9,895.75","9,857.30","1.28B","0.20%"
"13-06-2023","9,868.80","9,816.55","9,874.55","9,816.30","1.08B","0.74%"
"12-06-2023","9,796.65","9,789.20","9,808.20","9,765.45","834.95M","0.28%"
"09-06-2023","9,769.30","9,814.25","9,822.85","9,763.75","959.96M","-0.30%"
"08-06-2023","9,798.85","9,857.40","9,876.60","9,789.90","1.39B","-0.52%"
"07-06-2023","9,850.35","9,812.65","9,856.65","9,799.00","1.12B","0.76%"
"06-06-2023","9,776.40","9,775.50","9,787.90","9,737.90","786.77M","0.07%"
"05-06-2023","9,769.20","9,780.40","9,793.35","9,764.10","938.12M","0.29%"
"02-06-2023","9,741.40","9,745.40","9,757.35","9,715.40","1.05B","0.30%"
"01-06-2023","9,711.95","9,746.15","9,755.75","9,700.70","908.15M","-0.13%"
"31-05-2023","9,724.80","9,737.65","9,740.15","9,690.55","2.17B","-0.32%"
"30-05-2023","9,755.65","9,746.50","9,771.10","9,730.90","886.68M","0.16%"
"29-05-2023","9,740.15","9,751.20","9,761.50","9,730.60","1.07B","0.51%"
"26-05-2023","9,690.95","9,619.75","9,695.40","9,606.00","966.90M","0.96%"
"25-05-2023","9,598.70","9,568.05","9,607.35","9,543.90","1.17B","0.26%"
"24-05-2023","9,573.90","9,575.55","9,621.95","9,559.85","955.31M","-0.21%"
"23-05-2023","9,593.80","9,597.90","9,626.05","9,583.05","934.72M","0.27%"
"22-05-2023","9,568.00","9,506.60","9,576.90","9,494.20","1.00B","0.66%"
"19-05-2023","9,505.00","9,495.80","9,512.10","9,425.05","957.98M","0.35%"
"18-05-2023","9,471.85","9,562.85","9,567.40","9,461.40","934.86M","-0.42%"
"17-05-2023","9,511.70","9,569.50","9,572.70","9,474.85","1.08B","-0.52%"
"16-05-2023","9,560.95","9,621.35","9,625.10","9,550.65","1.22B","-0.42%"
"15-05-2023","9,601.30","9,567.65","9,630.65","9,546.75","879.44M","0.46%"
"12-05-2023","9,557.15","9,550.85","9,574.25","9,504.45","937.20M","-0.02%"
"11-05-2023","9,558.85","9,580.10","9,590.35","9,544.40","1.13B","0.06%"
"10-05-2023","9,553.55","9,550.60","9,559.35","9,496.65","1.04B","0.28%"
"09-05-2023","9,527.00","9,548.85","9,574.75","9,508.80","1.14B","-0.02%"
"08-05-2023","9,528.55","9,459.05","9,537.50","9,450.85","1.19B","1.00%"
"05-05-2023","9,434.05","9,463.15","9,506.90","9,426.40","1.23B","-0.86%"
"04-05-2023","9,516.00","9,437.50","9,521.70","9,430.45","1.31B","0.84%"
"03-05-2023","9,436.35","9,438.90","9,452.60","9,412.10","1.38B","-0.20%"
"02-05-2023","9,455.00","9,437.60","9,471.50","9,427.55","1.42B","0.54%"
"28-04-2023","9,404.00","9,333.90","9,414.65","9,311.90","1.43B","0.97%"
"27-04-2023","9,313.95","9,265.50","9,321.30","9,258.70","1.38B","0.54%"
"26-04-2023","9,264.10","9,239.50","9,270.00","9,214.30","1.12B","0.25%"
"25-04-2023","9,241.45","9,235.25","9,257.90","9,216.25","1.27B","0.16%"
"24-04-2023","9,226.40","9,208.15","9,231.10","9,168.20","1.02B","0.59%"
"21-04-2023","9,171.85","9,188.75","9,195.10","9,136.45","1.12B","-0.08%"
"20-04-2023","9,179.20","9,188.60","9,206.95","9,161.35","745.01M","0.03%"
"19-04-2023","9,176.85","9,204.30","9,206.80","9,160.60","1.04B","-0.29%"
"18-04-2023","9,203.20","9,237.90","9,237.90","9,173.10","1.19B","-0.06%"
"17-04-2023","9,208.85","9,257.60","9,257.60","9,139.80","926.36M","-0.40%"
"13-04-2023","9,245.80","9,241.35","9,252.35","9,200.70","871.22M","0.07%"
"12-04-2023","9,239.65","9,214.35","9,245.50","9,194.00","812.29M","0.51%"
"11-04-2023","9,192.55","9,184.15","9,208.55","9,158.35","870.02M","0.54%"
"10-04-2023","9,143.45","9,146.45","9,173.35","9,130.10","826.36M","0.21%"
"06-04-2023","9,124.50","9,090.55","9,142.65","9,072.35","909.83M","0.29%"
"05-04-2023","9,098.35","9,041.05","9,104.85","9,034.50","931.60M","0.75%"
"03-04-2023","9,030.65","9,046.25","9,046.25","8,990.50","904.29M","0.25%"
"31-03-2023","9,007.90","8,937.95","9,019.45","8,934.80","1.09B","1.49%"
"29-03-2023","8,875.60","8,806.85","8,896.55","8,806.85","1.21B","0.84%"
"28-03-2023","8,802.05","8,849.00","8,855.50","8,780.35","934.36M","-0.32%"
"27-03-2023","8,830.60","8,846.15","8,885.50","8,809.45","944.86M","0.03%"
"24-03-2023","8,828.10","8,903.30","8,918.75","8,814.25","955.67M","-0.80%"
"23-03-2023","8,899.40","8,911.20","8,956.65","8,887.60","813.08M","-0.40%"
"22-03-2023","8,935.30","8,943.70","8,960.45","8,917.05","","0.32%"
"21-03-2023","8,906.65","8,884.15","8,916.80","8,857.95","935.78M","0.68%"
"20-03-2023","8,846.20","8,888.80","8,889.35","8,767.55","1.16B","-0.71%"
"17-03-2023","8,909.30","8,921.15","8,938.55","8,849.65","1.78B","0.62%"
"16-03-2023","8,854.30","8,847.35","8,890.60","8,767.65","1.66B","0.15%"
"15-03-2023","8,840.90","8,929.65","8,951.40","8,826.05","910.42M","-0.31%"
"14-03-2023","8,868.30","8,928.50","8,955.35","8,835.60","1.07B","-0.63%"
"13-03-2023","8,924.70","9,063.70","9,112.85","8,904.60","1.36B","-1.51%"
"10-03-2023","9,061.15","9,070.40","9,073.50","9,007.05","801.96M","-0.87%"
"09-03-2023","9,140.40","9,232.15","9,235.25","9,131.25","839.09M","-0.84%"
"08-03-2023","9,217.55","9,166.05","9,223.45","9,134.65","899.28M","0.30%"
"06-03-2023","9,190.05","9,171.20","9,228.45","9,167.55","1.11B","0.71%"
"03-03-2023","9,124.95","9,064.65","9,149.05","9,056.85","1.26B","1.39%"
"02-03-2023","8,999.90","9,044.40","9,052.80","8,991.95","1.03B","-0.59%"
"01-03-2023","9,053.30","8,990.35","9,059.95","8,985.45","1.16B","0.99%"
"28-02-2023","8,964.55","8,986.40","9,010.60","8,939.55","1.52B","-0.27%"
"27-02-2023","8,988.80","9,016.05","9,021.95","8,936.20","934.44M","-0.52%"
"24-02-2023","9,036.15","9,094.60","9,104.45","9,014.50","972.34M","-0.25%"
"23-02-2023","9,058.70","9,090.00","9,106.00","9,019.40","1.22B","-0.26%"
"22-02-2023","9,082.65","9,180.85","9,185.85","9,066.70","929.83M","-1.48%"
"21-02-2023","9,218.95","9,262.00","9,269.70","9,206.05","972.12M","-0.16%"
"20-02-2023","9,233.55","9,285.60","9,299.80","9,221.00","1.01B","-0.45%"
"17-02-2023","9,275.45","9,296.45","9,321.80","9,249.40","804.24M","-0.56%"
"16-02-2023","9,327.80","9,343.65","9,367.20","9,312.30","843.94M","0.23%"
"15-02-2023","9,306.65","9,241.10","9,315.85","9,228.50","720.79M","0.50%"
"14-02-2023","9,260.70","9,230.30","9,271.65","9,199.50","881.20M","0.59%"
"13-02-2023","9,205.95","9,269.40","9,278.25","9,187.90","994.20M","-0.74%"
"10-02-2023","9,274.35","9,263.75","9,282.50","9,245.90","1.11B","-0.16%"
"09-02-2023","9,289.00","9,291.50","9,304.00","9,241.05","1.12B","0.02%"
"08-02-2023","9,286.70","9,222.75","9,299.15","9,221.35","1.29B","0.86%"
"07-02-2023","9,207.30","9,235.30","9,249.45","9,171.25","1.27B","-0.21%"
"06-02-2023","9,226.60","9,232.10","9,237.15","9,185.95","1.72B","-0.25%"
"03-02-2023","9,249.80","9,203.55","9,255.40","9,111.45","1.44B","0.96%"
"02-02-2023","9,162.10","9,115.30","9,187.05","9,074.00","1.50B","-0.11%"
"01-02-2023","9,172.10","9,297.70","9,360.70","9,029.45","1.80B","-0.54%"
"31-01-2023","9,222.05","9,222.75","9,239.10","9,144.10","1.52B","0.35%"
"30-01-2023","9,189.65","9,157.75","9,248.65","9,071.55","1.63B","-0.14%"
"27-01-2023","9,202.15","9,382.25","9,385.80","9,142.40","1.77B","-2.03%"
"25-01-2023","9,393.05","9,518.60","9,521.30","9,379.05","1.36B","-1.48%"
"24-01-2023","9,534.45","9,572.45","9,576.35","9,517.90","957.91M","-0.07%"
"23-01-2023","9,541.00","9,538.15","9,554.80","9,511.25","1.26B","0.45%"
"20-01-2023","9,497.80","9,545.90","9,557.85","9,490.90","950.49M","-0.46%"
"19-01-2023","9,541.65","9,547.00","9,564.25","9,520.55","959.11M","-0.31%"
"18-01-2023","9,571.60","9,536.05","9,579.80","9,510.55","987.75M","0.50%"
"17-01-2023","9,523.80","9,475.30","9,533.45","9,453.25","1.05B","0.67%"
